,0,1,2,3,4
0,2136,3094.0,""" on CBS on Sunday morning, Senator Bernie Sanders of Vermont was asked to respond to remarks by Danny Danon, Israel’s ambassador to the United Nations, that Mr. Sanders was an """,['Danny Danon' 'Bernie Sanders' 'William Lamb'],U.S. Mission to the United Nations
0,2137,3094.0,"""I always thought that as we got closer to the election, more and more people would focus on the Senate, and that is what is happening,""",['Chuck Schumer'],Senate
0,2143,3097.0,""" Mr. Biden said on CNN’s """,['Biden'],White House
0,2148,3100.0,"""We had an office in the White House,""",['Biden'],White House
0,2149,3100.0,"""State of the Union,""",['Biden'],White House
0,2151,3100.0,""" on CBS on Sunday morning, Senator Bernie Sanders of Vermont was asked to respond to remarks by Danny Danon, Israel’s ambassador to the United Nations, that Mr. Sanders was an """,['Bernie Sanders' 'William Lamb' 'Danny Danon'],U.S. Mission to the United Nations
0,2152,3100.0,"""I always thought that as we got closer to the election, more and more people would focus on the Senate, and that is what is happening,""",['Chuck Schumer'],Senate
0,2154,3101.0,"""We had an office in the White House,""",['Biden'],White House
0,2155,3101.0,"""State of the Union,""",['Biden'],White House
0,2157,3101.0,""" on CBS on Sunday morning, Senator Bernie Sanders of Vermont was asked to respond to remarks by Danny Danon, Israel’s ambassador to the United Nations, that Mr. Sanders was an """,['Bernie Sanders' 'William Lamb' 'Danny Danon'],U.S. Mission to the United Nations
0,2158,3101.0,"""I always thought that as we got closer to the election, more and more people would focus on the Senate, and that is what is happening,""",['Chuck Schumer'],Senate
0,2160,3102.0,"""We had an office in the White House,""",['Biden'],White House
0,2161,3102.0,"""State of the Union,""",['Biden'],White House
0,2163,3102.0,""" on CBS on Sunday morning, Senator Bernie Sanders of Vermont was asked to respond to remarks by Danny Danon, Israel’s ambassador to the United Nations, that Mr. Sanders was an """,['Bernie Sanders' 'William Lamb' 'Danny Danon'],U.S. Mission to the United Nations
0,2164,3102.0,"""I always thought that as we got closer to the election, more and more people would focus on the Senate, and that is what is happening,""",['Chuck Schumer'],Senate
0,2175,3113.0,"""broad appeal to win Virginia and the White House in 2020.""",['Terry McAuliffe'],White House
0,2185,3114.0,"""broad appeal to win Virginia and the White House in 2020.""",['Terry McAuliffe'],White House
0,2195,3115.0,"""broad appeal to win Virginia and the White House in 2020.""",['Terry McAuliffe'],White House
0,2208,3120.0,"""broad appeal to win Virginia and the White House in 2020.""",['Terry McAuliffe'],White House
0,2237,3135.0,"""The flu kills people,""",['Mick Mulvaney'],White House
0,2242,3142.0,"""We would rather have a vaccine than a rate cut and fully recognize that monetary policy is not optimized for addressing this type of shock,""",['Krishna Guha'],Antitrust Division
0,2243,3142.0,"""I think it would send a huge signal if the Fed was willing to cut rates, even a quarter of a point, on an inter-meeting basis,""",['Narayana Kocherlakota'],Court of Federal Claims
0,2246,3145.0,"""we have to watch out about going overboard.""",['Army'],Army
0,2247,3145.0,"""first priority is protection of our people, both service members and families, and then make sure we protect our ability to accomplish our mission.""",['Mark Esper'],Defense Acquisition University
0,2248,3145.0,"""The Army has to continue to function,""",['Army'],Army
0,2249,3145.0,"""If we have doubts, we put you in quarantine, but eventually, if 30 percent of our base is quarantined, we’re going to face some other problems.""",['Army'],Army
0,2252,3146.0,"""we have to watch out about going overboard.""",['Army'],Army
0,2253,3146.0,"""first priority is protection of our people, both service members and families, and then make sure we protect our ability to accomplish our mission.""",['Mark Esper'],Defense Acquisition University
0,2254,3146.0,"""The Army has to continue to function,""",['Army'],Army
0,2255,3146.0,"""If we have doubts, we put you in quarantine, but eventually, if 30 percent of our base is quarantined, we’re going to face some other problems.""",['Army'],Army
0,2257,3148.0,"""has begun distancing her caucus from the race for the White House in an effort to insulate her rank and file.""",['Nancy Pelosi'],White House
0,2266,3159.0,"""The statement is a step in the right direction, but it stops short of what is needed, which I think is a statement that says that the Fed can act preemptively to support the economy,""",['Roberto Perli'],Court of Federal Claims
0,2267,3159.0,"""we could cut rates if we got a global pandemic that actually develops with health effects that seem to be approaching the same level as seasonal influenza, but that doesn’t look like the baseline as of today.""",['James Bullard'],Court of Federal Claims
0,2270,3165.0,"""fundamentals of the U.S. economy remain strong,""",['the Fed Chair'],Court of Federal Claims
0,2271,3165.0,"""the coronavirus poses evolving risks to economic activity""",['the Fed Chair'],Court of Federal Claims
0,2272,3165.0,"""is closely monitoring developments and their implications for the economic outlook.""",['the Fed Chair'],Court of Federal Claims
0,2285,3193.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2293,3194.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2298,3196.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2305,3200.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2308,3201.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2311,3202.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2315,3204.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2320,3209.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2323,3210.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2328,3213.0,"""at this point, the coronavirus has not had a broad impact on the U.S. economy, and its effects have been limited.""",['Michael Zona'],Senate
0,2329,3213.0,"""address the spread of the deadly coronavirus in a smart, strategic and serious way.""",['Chuck Schumer' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,2333,3216.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2338,3220.0,"""Through the Health Indiana Plan model of Medicaid expansion, we learned firsthand the immense value of health insurance as a tool for responding to public health crises,""",['Susan Jo Thomas'],Centers for Medicare and Medicaid Services (CMS)
0,2342,3221.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2345,3224.0,"""admitted that they did not understand their mission,""",['Lynn Johnson'],Administration for Children and Families (ACF)
0,2347,3229.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2350,3230.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2355,3234.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2358,3235.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2362,3237.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2364,3238.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2366,3239.0,"""My responsibility is to make sure that those we elected last time return to Congress, keep the majority and add to our numbers,""",['Pelosi'],Congress—U.S. House of Representatives
0,2371,3254.0,"""long overdue and completely inadequate to the scale of this emergency.""",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,2390,3283.0,"""It’s understandable that the administration, in an election year, is focused on keeping the stock market and the economy strong,""",['John Boehner' 'Michael Steel'],Congress—U.S. House of Representatives
0,2394,3291.0,"""There’s something about the immune system in females that is more exuberant,""",['Janine Clayton'],National Institutes of Health (NIH)
0,2395,3292.0,"""We cannot hermetically seal off the United States to a virus,""",['Alex Azar'],Senate
0,2398,3294.0,"""It’s understandable that the administration, in an election year, is focused on keeping the stock market and the economy strong,""",['John Boehner' 'Michael Steel'],Congress—U.S. House of Representatives
0,2418,3333.0,"""Readers want to know so many different things,""",['Kim Fararo'],Agency for International Development (USAID)
0,2427,3348.0,"""There’s something about the immune system in females that is more exuberant,""",['Janine Clayton'],National Institutes of Health (NIH)
0,2551,3487.0,"""it will be massive.""",['John Nkengasong'],Centers for Disease Control and Prevention (CDC)
0,2581,3541.0,"""jumping straight to the ultimate nuclear weapon of the Constitution.""",['Patrick Philbin'],White House
0,2628,3615.0,"""Right now, there is no spread of this virus in our communities at home,""",['Robert Redfield'],Centers for Disease Control and Prevention (CDC)
0,2629,3616.0,"""Right now, there is no spread of this virus in our communities at home,""",['Robert Redfield'],Centers for Disease Control and Prevention (CDC)
0,2644,3644.0,"""the first and only president ever to declare himself unaccountable.""",['Pete Marovich' 'Jerrold Nadler'],Congress—U.S. House of Representatives
0,2645,3644.0,"""I’m not going to destroy executive privilege, I’m not going to let the House put me in this box,""",['Graham'],Congress—U.S. House of Representatives
0,2646,3644.0,"""We have heard plenty,""",['John Barrasso'],Senate
0,2647,3644.0,"""They could have called people in the House, close to the president, they chose not to, and they’re dumping this in our lap,""",['Graham'],Congress—U.S. House of Representatives
0,2649,3644.0,"Representative Veronica Escobar of Texas, who made history as one of the first two Latinas from that state to serve in Congress, will deliver the Spanish-language response to the speech,",['Chuck Schumer' 'Veronica Escobar' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,2650,3644.0,"""make a compelling case that there is something, based on good government and foreign policy, to look at here.""",['Hunter Biden' 'Graham' 'Lindsey Graham'],White House
0,2651,3646.0,"""I guess I would call it a trailer, coming attractions — that would be the best way to say it,""",['Sekulow'],Senate
0,2652,3646.0,"Representative Veronica Escobar of Texas, who made history as one of the first two Latinas from that state to serve in Congress, will deliver the Spanish-language response to the speech,",['Chuck Schumer' 'Veronica Escobar' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,2653,3646.0,"""defended every State Department official.""",['Mary Louise Kelly'],State Department (DOS)
0,2654,3647.0,"""We have heard plenty,""",['John Barrasso'],Senate
0,2656,3647.0,"Representative Veronica Escobar of Texas, who made history as one of the first two Latinas from that state to serve in Congress, will deliver the Spanish-language response to the speech,",['Chuck Schumer' 'Veronica Escobar' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,2657,3647.0,"""make a compelling case that there is something, based on good government and foreign policy, to look at here.""",['Hunter Biden' 'Lindsey Graham'],White House
0,2692,3701.0,"""state and local government layoffs and lack of hiring did weigh on economic growth""",['Jerome Powell'],Court of Federal Claims
0,2694,3709.0,"""They are barely getting along in normal times, and the pandemic comes along and exacerbates an already overtaxed and underfunded health care system,""",['Rear Adm' 'Michael Weahkee'],Indian Health Service
0,2704,3714.0,"""The very soul of America is at stake,""",['Trump'],White House
0,2714,3721.0,"""If they want to evict the Chinese, the Indian Army would have to start a shooting war,""",['Shukla'],Army
0,2723,3725.0,"""someone got too frisky or out of line.""",['the Secret Service'],Secret Service
0,2728,3731.0,""" response by Secret Service and """,['Secret Service'],White House
0,2734,3738.0,"""a divisive primary will only benefit the campaign of Barbara Bollier.""",['Susan Wagle' 'Barbara Bollier' 'Bollier'],Senate
0,2735,3738.0,"""One of the key elements of the 2020 general election will be President Trump versus Joe Biden — where does the Senate candidate stand on those issues?""",['Joe Biden'],Senate
0,2743,3746.0,"""those who are expressing rage and anger and those who are demanding justice""",['Jacob Frey' 'Tim Walz'],National Guard
0,2744,3746.0,"""not those who throw firebombs.""",['Jacob Frey' 'Tim Walz'],National Guard
0,2749,3752.0,"""I’m filing a complaint with the Federal Election Commission because of Twitter’s domestic election interference against President @realDonaldTrump,""",['Matt Gaetz'],Federal Election Commission
0,2756,3762.0,"""Candidates — State House, State Senate, and the House — line up,""",['Rabon'],Senate
0,2757,3762.0,"""pressing flesh and kissing babies.""",['LaPierre' 'Michael LaPierre'],Senate
0,2835,3866.0,"""repurpose hundreds of millions of taxpayer dollars intended for public school students to provide services for private school students, in contravention of both the plain reading of the statute and the intent of Congress.""",['DeVos'],Congress—U.S. House of Representatives
0,2836,3866.0,"""could significantly harm the vulnerable students who were intended to benefit the most from the critical federal Covid-19 education relief funds Congress has provided.""",['Carissa Moffat Miller'],Congress—U.S. House of Representatives
0,2858,3897.0,"""find another line of work.""",['Mitch McConnell' 'King'],Senate
0,2859,3897.0,"""just like every single member,""",['King'],Congress—U.S. House of Representatives
0,2866,3899.0,"""what the ocean used to look like.""",['Yoke Chung'],Central Intelligence Agency (CIA)
0,2868,3906.0,"""found no new evidence to conclude that Hillary Clinton, secretary of state at the time, was culpable in the deaths.""",['Hillary Clinton' 'Trey Gowdy'],Congress—U.S. House of Representatives
0,2869,3906.0,"""noted tersely that this was the eighth congressional committee to investigate the attacks and went on longer than the 9/11 commission and the committees designated to look at Pearl Harbor, the assassination of President John F Kennedy, the Iran-contra affair and Watergate.""",['John F Kennedy'],White House
0,2880,3924.0,"""It’s scary for everyone,""",['Morris'],Morris K. Udall and Stewart L. Udall Foundation
0,2904,3946.0,"""At the end of the day, conversation reveals character,""",['Trump'],House of Representatives
0,2910,3951.0,"""It allowed us to begin to play alternative president in a world of who can handle this crisis better,""",['Robert Gibbs'],White House
0,2945,3984.0,"""If you ever hear a hospital complaining they don’t have enough money, see if they have a venture fund,""",['Niall Brennan'],Centers for Medicare and Medicaid Services (CMS)
0,2948,3989.0,"""Today’s action will help ensure foreign nationals who have been in Brazil do not become a source of additional infections in our country,""",['Kayleigh McEnany'],White House
0,2983,4034.0,"""The best contact tracers that we have ever had came out of the V.D. investigation program started after World War II,""",['Foege' 'William Foege'],Centers for Disease Control and Prevention (CDC)
0,2989,4040.0,"""part of the deregulatory policy of this administration.""",['Grant'],Centers for Medicare and Medicaid Services (CMS)
0,3009,4054.0,"Ms. Loeffler was invited to join the vice president on the trip by the White House chief of staff, Mark Meadows,",['Mark Meadows' 'Meadows'],White House
0,3047,4081.0,"""We are going to redouble our efforts to do everything we can to restore maximum employment,""",['Chair Richard Clarida'],Court of Federal Claims
0,3055,4091.0,"""It was under the radar, then all of a sudden promotions were back,""",['Fahim Naim' 'Amazon'],Administration for Native Americans
0,3059,4092.0,"""A pandemic complicates every aspect of disaster planning and response in a way that we have never experienced before,""",['Chris Currie'],Government Accountability Office (GAO)
0,3081,4120.0,"""Having a good team means you should have people who are not the same on everything,""",['Harry Reid'],Senate
0,3082,4120.0,"""She’d probably like him to go further left than he plans to go,""",['Barney Frank'],Congress—U.S. House of Representatives
0,3100,4139.0,"""You get thousands and thousands of people sitting in somebody’s living room, signing ballots all over the place,""",['Trump'],White House
0,3113,4153.0,"""forced to choose between going back to work in unsafe conditions, or continuing to social distance and losing their only source of income.""",['Eugene Scalia'],Bureau of International Labor Affairs
0,3122,4165.0,"""Everyone is wearing pajama pants and sweatpants,""",['Hall'],Millennium Challenge Corporation
0,3166,4201.0,"""Today’s agenda says a lot about the Senate majority’s priorities, sadly,""",['Kamala Harris'],Senate
0,3185,4217.0,"""To me, this is convincing that a vaccine is possible,""",['Nelson Michael'],Army
0,3199,4235.0,"""I was contacted by Leonard Leo.""",['Leonard Leo' 'Neil Gorsuch'],Supreme Court of the United States
0,3209,4251.0,"""wanted that drug to be a failure because they want Trump to fail.""",['Trump'],Department of Veterans Affairs (VA)
0,3211,4256.0,"""wanted that drug to be a failure because they want Trump to fail.""",['Trump'],Department of Veterans Affairs (VA)
0,3223,4268.0,"""can prevent hospitalization and death from Covid-19,""",['Infectious Diseases'],Administrative Conference of the United States
0,3238,4282.0,"""wanted that drug to be a failure because they want Trump to fail.""",['Trump'],Department of Veterans Affairs (VA)
0,3243,4285.0,"""wanted that drug to be a failure because they want Trump to fail.""",['Trump'],Department of Veterans Affairs (VA)
0,3270,4314.0,"""People think the Wa people are doing the biggest drug trade, but the largest haul of synthetic drugs was seized in Kaungkha, which is under the control of the Myanmar military,""",['U Nyi Rang'],Army
0,3280,4322.0,"""People think the Wa people are doing the biggest drug trade, but the largest haul of synthetic drugs was seized in Kaungkha, which is under the control of the Myanmar military,""",['U Nyi Rang'],Army
0,3314,4360.0,"""I see so many flaws in it,""",['Lyle Denniston'],Supreme Court of the United States
0,3315,4360.0,"""And I have always thought that the public perception of him was almost to the point of tragic because Clarence Thomas is a much, much better Supreme Court justice than his silence has invited people to conclude.""",['Clarence Thomas'],Supreme Court of the United States
0,3385,4436.0,"""Time and time again, that was the critical factor between people being able to get help or restitution or justice as compared to people left high and dry,""",['Seth Frotman'],Consumer Financial Protection Bureau
0,3391,4459.0,"""This harms equal status of each Justice,""",['Denniston'],Bureau of Justice Statistics
0,3392,4459.0,"""gives the CJ arbitrary power, diminishes cross-bench exchanges, promotes wool-gathering by lawyers, prizes order over depth, lets technology triumph, looks amateurish.""",['Denniston'],Bureau of Justice Statistics
0,3393,4459.0,"""And I have always thought that the public perception of him was almost to the point of tragic because Clarence Thomas is a much, much better Supreme Court justice than his silence has invited people to conclude.""",['Clarence Thomas'],Supreme Court of the United States
0,3412,4488.0,"""we’ve got to be careful that we are not cavalier and thinking that children are completely immune to the deleterious effects.""",['Anthony Fauci'],Senate
0,3414,4489.0,"""She has this quasi-official role, where my friends are called to meetings she is leading at the department,""",['Barack Obama' 'Brett Bruen'],National Security Council (NSC)
0,3416,4490.0,"""She has this quasi-official role, where my friends are called to meetings she is leading at the department,""",['Barack Obama' 'Brett Bruen'],National Security Council (NSC)
0,3479,4567.0,"""Brian was always the smartest kid in the class,""",['William Dahut'],Navy
0,3480,4568.0,"""Brian was always the smartest kid in the class,""",['William Dahut'],Navy
0,3526,4601.0,"""People make miscalculations all the time,""",['Steve Pomper'],State Department (DOS)
0,3527,4602.0,"""People make miscalculations all the time,""",['Steve Pomper'],State Department (DOS)
0,3535,4610.0,"""Time and time again, that was the critical factor between people being able to get help or restitution or justice as compared to people left high and dry,""",['Seth Frotman'],Consumer Financial Protection Bureau
0,3552,4631.0,"""It’s always interesting to me to see how much patience some people have with the pain and suffering of other people,""",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,3593,4692.0,"""novel, complex expansion of U.S. export controls.""",['Kevin Wolf' 'Akin Gump'],Commerce Department (DOC)
0,3620,4707.0,"""Despite the entity list actions the department took last year, Huawei and its foreign affiliates have stepped up efforts to undermine these national security-based restrictions through an indigenization effort,""",['Wilbur Ross'],Commerce Department (DOC)
0,3622,4709.0,"""Despite the entity list actions the department took last year, Huawei and its foreign affiliates have stepped up efforts to undermine these national security-based restrictions through an indigenization effort,""",['Wilbur Ross'],Commerce Department (DOC)
0,3635,4722.0,"""and replaced with the guy who makes Trump’s omelets at Mar-a-Lago,""",['Rick Bright' 'Jimmy Kimmel'],Congress—U.S. House of Representatives
0,3670,4760.0,"""and replaced with the guy who makes Trump’s omelets at Mar-a-Lago,""",['Rick Bright' 'Jimmy Kimmel'],Congress—U.S. House of Representatives
0,3685,4777.0,"""We currently think it is in the best interest of the United States and of Intel to explore how Intel could operate a commercial U.S. foundry to supply a broad range of microelectronics,""",['Robert Swan'],Central Intelligence Agency (CIA)
0,3687,4782.0,"""Lives were endangered, and I believe lives were lost,""",['Rick Bright'],Congress—U.S. House of Representatives
0,3688,4783.0,"""We currently think it is in the best interest of the United States and of Intel to explore how Intel could operate a commercial U.S. foundry to supply a broad range of microelectronics,""",['Robert Swan'],Central Intelligence Agency (CIA)
0,3703,4794.0,"""Today’s news should be an all hands on deck moment for Governor Cuomo, Mayor de Blasio and Congress,""",['Mary McColl'],Congress—U.S. House of Representatives
0,3730,4837.0,"""may never go away.""",['W.H.O.'],Court of Federal Claims
0,3748,4867.0,"""The lack of a stay would be particularly breathtaking given the testimony yesterday before Congress by one of our nation’s top infectious disease experts, Dr. Anthony Fauci,""",['Anthony Fauci'],Congress—U.S. House of Representatives
0,3750,4873.0,"Senator Cory Booker, Democrat of New Jersey, raised the issue with Mr. Mnuchin during a call with the Small Business Committee last week,",['Cory Booker'],Senate
0,3769,4911.0,"""the food stamp president.""",['Barack Obama' 'Newt Gingrich' 'Trump'],Congress—U.S. House of Representatives
0,3783,4918.0,"""Food insecurity was already a problem on college campuses across the country before the pandemic, and we need to get students help before it turns into a full-blown crisis,""",['Marcia Fudge'],Congress—U.S. House of Representatives
0,3787,4933.0,"""The most important thing is actually generating the information and then sharing the information,""",['Netanyahu'],Administrative Conference of the United States
0,3816,4965.0,"""We live in a divided nation, but one thing that pretty much everyone agrees on is there is a great deal of urgency right now, Leader McConnell,""",['Leader McConnell' 'Schumer'],Senate
0,3821,4969.0,"""We live in a divided nation, but one thing that pretty much everyone agrees on is there is a great deal of urgency right now, Leader McConnell,""",['Leader McConnell' 'Schumer'],Senate
0,3827,4975.0,"""Having heard Professor Fenno speak enthusiastically about shadowing members of Congress and senators in the course of his research,""",['Fenno' 'Sachs'],Congress—U.S. House of Representatives
0,3830,4975.0,"""The explanatory story I wish to tell,""",['Fenno'],Congress—U.S. House of Representatives
0,3831,4975.0,"""Home Style: House Members in Their Districts""",['Fenno'],Congress—U.S. House of Representatives
0,3832,4975.0,"""Congress at the Grassroots: Representational Change in the South, 1970-1998""",['Mac Collins' 'Jack Flynt'],Congress—U.S. House of Representatives
0,3833,4975.0,"""Fenno created the modern study of Congress,""",['Fenno'],Senate
0,3834,4975.0,"""with his pathbreaking scholarship on House and Senate members, legislating in the halls of Congress and campaigning on the streets of their districts.""",['Fenno'],Senate
0,3861,5006.0,"""is notorious for underfunding,""",['Holly Harmon'],Centers for Medicare and Medicaid Services (CMS)
0,3870,5021.0,"""Americans play to win all the time,""",['George Patton'],Army
0,3872,5022.0,"Reversing a past order of quiet, MiLB asked its teams to reach out to their representatives in Congress to detail their economic hardship,",['Robert Fountain'],Congress—U.S. House of Representatives
0,3903,5048.0,"""We’re automatically blocking middle seats to give you enough space on board,""",['United'],Administrative Conference of the United States
0,3904,5050.0,"Altogether, tribal gaming enterprises generated $17.7 billion in local, state and federal tax revenue in 2019,",['Steven Mnuchin'],Department of the Treasury
0,3908,5053.0,"""We’re hoping that it’s really going to get better now that Ruth’s Chris isn’t supposed to be front and center,""",['Ron Wyden'],Senate
0,3909,5053.0,"""Given the scale and complexity of the program and the very short time frame available to put it in place, it is not surprising that some errors may have been made in the early days of its execution,""",['Peter Lucht'],Citizens' Stamp Advisory Committee
0,3926,5073.0,"Speaker Nancy Pelosi has encouraged allies to float names of House members like Representatives Val Demings of Florida and Marcia Fudge of Ohio,",['Marcia Fudge' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,3932,5077.0,"""The whole place is sick now,""",['Mitchell Haber'],Army
0,3937,5083.0,"""We’re hoping that it’s really going to get better now that Ruth’s Chris isn’t supposed to be front and center,""",['Ron Wyden'],Senate
0,3938,5083.0,"""Given the scale and complexity of the program and the very short time frame available to put it in place, it is not surprising that some errors may have been made in the early days of its execution,""",['Peter Lucht'],Citizens' Stamp Advisory Committee
0,3955,5102.0,"""The whole place is sick now,""",['Mitchell Haber'],Army
0,3967,5110.0,"Stephen Miller, one of the president’s closest advisers and Ms. Miller’s husband, is also not expected to come into the White House for the foreseeable future,",['Stephen Miller'],White House
0,3997,5142.0,"""The virus poses the greatest risk to older Americans,""",['Trump'],Centers for Medicare and Medicaid Services (CMS)
0,3998,5142.0,"""At the right time, we will take a look at that,""",['Trump'],Centers for Medicare and Medicaid Services (CMS)
0,4002,5142.0,"""In five years since he announced his candidacy, President Trump has been unwavering in his commitment to not touch Social Security,""",['Conway' 'Trump'],Social Security Administration (SSA)
0,4008,5147.0,"""Our aim was that businesses wouldn’t fire workers,""",['Peter Hummelgaard'],Bureau of International Labor Affairs
0,4009,5148.0,"""Gusty winds could blow around unsecured objects,""",['the National Weather Service'],National Weather Service
0,4011,5149.0,"""We can’t sustain our society with our daily life and economic activities standing still​,""",['Park Neung'],Agency for Healthcare Research and Quality (AHRQ)
0,4012,5150.0,"""Please ask your associates to convey the gravity of this national security issue to the White House,""",['Bowen'],White House
0,4019,5157.0,"""There is no precedent that anybody can find for somebody who has been charged with perjury just getting off scot-free,""",['Obama' 'Valerie Jarrett'],White House
0,4024,5159.0,"""There is no precedent that anybody can find for somebody who has been charged with perjury just getting off scot-free,""",['Obama' 'Valerie Jarrett'],White House
0,4031,5169.0,"""Now I need you to pull up,""",['Smith'],Smithsonian Institution
0,4038,5178.0,"""The virus poses the greatest risk to older Americans,""",['Trump'],Centers for Medicare and Medicaid Services (CMS)
0,4039,5178.0,"""At the right time, we will take a look at that,""",['Trump'],Centers for Medicare and Medicaid Services (CMS)
0,4043,5178.0,"""In five years since he announced his candidacy, President Trump has been unwavering in his commitment to not touch Social Security,""",['Conway' 'Trump'],Social Security Administration (SSA)
0,4045,5185.0,"""The Senate will be acting on key nominations that relate directly to the safety of the American people, oversight of our coronavirus legislation, and more,""",['McConnell'],Senate
0,4047,5185.0,"""There has been great apprehension,""",['Barack Obama' 'Brett Bruen' 'Bruen'],National Security Council (NSC)
0,4048,5185.0,"""move qualified nominees who have been held up for too long already.""",['McConnell'],Senate
0,4049,5187.0,"""Now I need you to pull up,""",['Smith'],Smithsonian Institution
0,4057,5197.0,"""The fact that many of the hospitals and areas with high rates of COVID-19 cases and deaths were left out of the initial distribution raises significant questions about FEMA and HHS’ decision making,""",['Kamala Harris' 'Peter Gaynor'],"Civil Rights, Department of Health and Human Services Office for"
0,4059,5200.0,"""Involving women in tournaments like this is a great idea,""",['Dinara Saduakassova'],Open World Leadership Center
0,4060,5201.0,"""The Senate will be acting on key nominations that relate directly to the safety of the American people, oversight of our coronavirus legislation, and more,""",['McConnell'],Senate
0,4062,5201.0,"""There has been great apprehension,""",['Barack Obama' 'Brett Bruen' 'Bruen'],National Security Council (NSC)
0,4063,5201.0,"""move qualified nominees who have been held up for too long already.""",['McConnell'],Senate
0,4065,5204.0,"""Time after time, I was pressured to ignore or dismiss expert scientific recommendations and instead to award lucrative contracts based on political connections,""",['Bright'],Federal Maritime Commission
0,4066,5204.0,"""violated the Whistleblower Protection Act by removing Dr. Bright from his position because he made protected disclosures in the best interest of the American public.""",['Bright'],Office of Special Counsel
0,4105,5238.0,"""Our aim was that businesses wouldn’t fire workers,""",['Peter Hummelgaard'],Bureau of International Labor Affairs
0,4108,5239.0,"""He lives for the people in his face telling him he can’t do it, he can’t win, it won’t happen,""",['Mark Shapiro' 'Shapiro'],White House
0,4114,5243.0,"""I don’t want to have to override our governor,""",['Blake Miguez'],House of Representatives
0,4115,5243.0,"""I think there should be a back-and-forth with the administration to make sure we can come up with a plan that makes sense, instead of just continually extending the shutdown,""",['Tony Evers' 'Scott Fitzgerald'],Senate
0,4116,5243.0,"""shortsighted attempt to score political points that would only further spread the virus, allow our economy to worsen and leave Maine people paying the ultimate price.""",['Troy Jackson'],Senate
0,4117,5246.0,"""While New York was struggling to purchase ventilators to meet the demand of the federal government’s projection models, the Department of Health and Human Services referred us directly to Oren-Pines, confirming they were vetted and approved by the federal government themselves,""",['Richard Azzopardi'],"Civil Rights, Department of Health and Human Services Office for"
0,4127,5264.0,"""a lot of people in the White House wear masks,""",['Trump'],White House
0,4128,5264.0,"""I see it all the time.""",['Trump'],White House
0,4131,5268.0,"""I think we’ve made a lot of really good decisions,""",['Trump'],White House
0,4132,5268.0,"""suspending all travel from Europe to the United States,""",['Trump'],White House
0,4147,5282.0,"""does not necessarily translate into a reduction in forecast accuracy since National Weather Service meteorologists use an entire suite of observations and guidance to produce an actual forecast.""",['Christopher Vaccaro'],National Weather Service
0,4152,5289.0,"""does not necessarily translate into a reduction in forecast accuracy since National Weather Service meteorologists use an entire suite of observations and guidance to produce an actual forecast.""",['Christopher Vaccaro'],National Weather Service
